爱不爱	abai
步伐一致	bfyv
不发一言	bfyy
不扶自直	bfzv
保国安民	bgam
半工半读	bgbd
不管不顾	bgbg
笔耕不辍	bgbi
不干不净	bgbj
毕恭毕敬	bgbj
秉公办理	bgbl
本固邦宁	bgbn
不管不问	bgbw
不甘雌伏	bgcf
百感丛生	bgcu
不顾大局	bgdj
不共戴天	bgdt
不告而别	bgeb
不过尔尔	bgee
避瓜防李	bgfl
卑宫菲食	bgfu
败梗飞絮	bgfx
不敢告劳	bggl
不敢高攀	bggp
不敢苟同	bggt
不甘后人	bghr
百感交集	bgjj
不甘寂寞	bgjm
抱关击柝	bgjt
悲观论调	bgld
不甘落后	bglh
八国联军	bglj
波光粼粼	bgll
不顾前后	bgqh
卑躬屈节	bgqj
闭关却扫	bgqs
拜鬼求神	bgqu
卑躬屈膝	bgqx
不过如此	bgrc
闭关锁国	bgsg
不顾死活	bgsh
败国丧家	bgsj
邦国殄瘁	bgtc
博古通今	bgtj
笔管条直	bgtv
不甘示弱	bgur
兵贵神速	bgus
杯弓蛇影	bguy
补过拾遗	bguy
白圭之玷	bgvd
秉公执法	bgvf
博古知今	bgvj
百舸争流	bgvl
败鼓之皮	bgvp
本固枝荣	bgvr
杯羹之让	bgvr
不根之谈	bgvt
悲观主义	bgvy
败国亡家	bgwj
不敢问津	bgwj
秉公无私	bgws
报告文学	bgwx
不感兴趣	bgxq
背公向私	bgxs
半个小时	bgxu
不敢相信	bgxx
不顾一切	bgyq
不够意思	bgys
悲观厌世	bgyu
稗官野史	bgyu
不苟言笑	bgyx
不敢造次	bgzc
不攻自破	bgzp
闭关自守	bgzu
不管怎样	bgzy
不慌不乱	bhbl
不慌不忙	bhbm
半含不吐	bhbt
变化多端	bhdd
百花凋零	bhdl
不遑多让	bhdr
百货大厦	bhdu
不寒而栗	bhel
不欢而散	bhes
暴虎冯河	bhfh
白黑分明	bhfm
跋扈飞扬	bhfy
别鹤孤鸾	bhgl
白虹贯日	bhgr
百货公司	bhgs
比葫画瓢	bhhp
不怀好意	bhhy
不合常理	bhil
避祸就福	bhjf
避害就利	bhjl
悲欢离合	bhlh
不合逻辑	bhlj
辩护律师	bhlu
变幻莫测	bhmc
变化莫测	bhmc
兵荒马乱	bhml
不遑宁处	bhni
宝货难售	bhnu
百花齐放	bhqf
不合情理	bhql
碧海青天	bhqt
变化如神	bhru
饱和溶液	bhry
冰魂素魄	bhsp
百货商店	bhud
百花盛开	bhuk
背惠食言	bhuy
不合时宜	bhuy
抱虎枕蛟	bhvj
不惑之年	bhvn
抱恨终天	bhvt
百花争艳	bhvy
保护主义	bhvy
变幻无常	bhwi
变化无常	bhwi
变化万千	bhwq
变化无穷	bhwq
白话文学	bhwx
不护细行	bhxx
冰壑玉壶	bhyh
冰壶玉尺	bhyi
不好意思	bhys
冰寒于水	bhyu
跋扈自恣	bhzz
半痴不颠	bibd
把持不定	bibd
不吃不喝	bibh
罢黜百家	bibj
不成比例	bibl
不吵不闹	bibn
半筹不展	bibv
把持不住	bibv
半嗔半喜	bibx
必成大器	bidq
不成方圆	bify
百川归海	bigh
百尺竿头	bigt
北窗高卧	bigw
不差毫厘	bihl
别出机杼	bijv
备尝艰辛	bijx
不成敬意	bijy
不差累黍	bilu
鞭长莫及	bimj
不揣冒昧	bimm
半筹莫展	bimv
搬唇弄舌	binu
不出所料	bisl
不成体统	bitt
鞭笞天下	bitx
悲春伤秋	biuq
抱诚守真	biuv
不传之秘	bivm
不臣之心	bivx
不成问题	biwt
别出心裁	bixc
报仇雪恨	bixh
报仇雪耻	bixi
奔车朽索	bixs
不耻下问	bixw
不齿于人	biyr
抱成一团	biyt
背城一战	biyv
不出意外	biyw
编程语言	biyy
半饥半饱	bjbb
包教包会	bjbh
不即不离	bjbl
半斤八两	bjbl
不紧不慢	bjbm
不稼不穑	bjbs
不见不散	bjbs
不疾不徐	bjbx
不骄不躁	bjbz
饱经沧桑	bjcs
班荆道故	bjdg
班荆道旧	bjdj
不计代价	bjdj
不减当年	bjdn
冰解冻释	bjdu
不计得失	bjdu
贝加尔湖	bjeh
比肩而立	bjel
不胫而走	bjez
拜将封侯	bjfh
擘肌分理	bjfl
弊绝风清	bjfq
不解风情	bjfq
不进反退	bjft
饱经风霜	bjfu
饱经风雨	bjfy
不见圭角	bjgj
白驹过隙	bjgx
不计后果	bjhg
保驾护航	bjhh
别具慧眼	bjhy
边际成本	bjib
剥茧抽丝	bjis
不见经传	bjjv
比肩接踵	bjjv
别具匠心	bjjx
兵精将勇	bjjy
白驹空谷	bjkg
兵精粮广	bjlg
背井离乡	bjlx
兵精粮足	bjlz
变迹埋名	bjmm
不拘泥于	bjny
不近情理	bjql
并驾齐驱	bjqq
不计其数	bjqu
不计前嫌	bjqx
不及其余	bjqy
拔尖人才	bjrc
不仅如此	bjrc
不绝如缕	bjrl
不近人情	bjrq
不绝如线	bjrx
不尽人意	bjry
悲剧色彩	bjsc
不假思索	bjss
不见天日	bjtr
北京时间	bjuj
不拘绳墨	bjum
饱经霜雪	bjux
不羁之才	bjvc
必经之地	bjvd
败军之将	bjvj
必经之路	bjvl
百家争鸣	bjvm
不解之谜	bjvm
不经之谈	bjvt
不解之缘	bjvy
百家诸子	bjvz
不讲武德	bjwd
不拘文法	bjwf
保家卫国	bjwg
彼竭我盈	bjwy
冰肌雪肤	bjxf
不拘形迹	bjxj
不拘小节	bjxj
补苴罅漏	bjxl
不尽相同	bjxt
败局已定	bjyd
不绝于耳	bjye
不拘一格	bjyg
别具一格	bjyg
波谲云诡	bjyg
饱经忧患	bjyh
包举宇内	bjyn
不讲义气	bjyq
不经一事	bjyu
不进则退	bjzt
并肩作战	bjzv
不见踪影	bjzy
不可不防	bkbf
不可避免	bkbm
闭口不谈	bkbt
不可不知	bkbv
闭口不言	bkby
百看不厌	bkby
百科辞典	bkcd
不可多得	bkdd
不可低估	bkdg
不可动摇	bkdy
拔葵啖枣	bkdz
不可遏制	bkev
不可遏止	bkev
不可分割	bkfg
不可否认	bkfr
不可方物	bkfw
不可改变	bkgb
不可估量	bkgl
不可告人	bkgr
不可或缺	bkhq
不可忽视	bkhu
不堪回首	bkhu
鼻孔朝天	bkit
败寇成王	bkiw
不可兼得	bkjd
不可救疗	bkjl
不可救药	bkjy
不可抗拒	bkkj
不可开交	bkkj
不可抗力	bkkl
辩口利舌	bklu
不可理喻	bkly
百口莫辩	bkmb
不可磨灭	bkmm
不可摸捉	bkmv
不可名状	bkmv
不可能吧	bknb
搬口弄舌	bknu
不可逆转	bknv
不可偏废	bkpf
不可侵犯	bkqf
不可企及	bkqj
不可缺少	bkqu
拔葵去织	bkqv
不可全信	bkqx
不堪入耳	bkre
不堪入目	bkrm
不可饶恕	bkru
碧空如洗	bkrx
宾客如云	bkry
不可思议	bksy
不可替代	bktd
不可调和	bkth
不可推卸	bktx
不可胜举	bkuj
别开生面	bkum
不可胜数	bkuu
不可收拾	bkuu
不堪设想	bkux
不可胜言	bkuy
不堪重负	bkvf
不可知论	bkvl
不可捉摸	bkvm
不可战胜	bkvu
不可置信	bkvx
不刊之语	bkvy
不可挽回	bkwh
不愧屋漏	bkwl
碧空万里	bkwl
不可向迩	bkxe
别开蹊径	bkxj
不可限量	bkxl
不可小觑	bkxq
不可小视	bkxu
不可悉数	bkxu
不可想象	bkxx
不快也光	bkyg
不可言传	bkyi
不堪一击	bkyj
不可以吗	bkym
宾客盈门	bkym
不可一世	bkyu
不可言喻	bkyy
不可逾越	bkyy
不可造次	bkzc
不堪造就	bkzj
不可再生	bkzu
报刊杂志	bkzv
并立不悖	blbb
不理不睬	blbc
波澜不惊	blbj
不伦不类	blbl
不离不弃	blbq
变来变去	blbq
不冷不热	blbr
奔流不息	blbx
不郎不秀	blbx
表里不一	blby
不稂不莠	blby
败柳残花	blch
不吝赐教	blcj
波罗的海	bldh
薄利多销	bldx
不劳而获	bleh
比邻而居	blej
不露锋芒	blfm
壁垒分明	blfm
饱历风霜	blfu
拨乱反正	blfv
擘两分星	blfx
不良反应	blfy
笔力扛鼎	blgd
不露圭角	blgj
博览古今	blgj
暴力革命	blgm
兵连祸结	blhj
不留痕迹	blhj
碧落黄泉	blhq
百炼成钢	blig
鬓乱钗横	blih
半路出家	blij
拔类超群	bliq
兵临城下	blix
白领阶层	bljc
兵来将挡	bljd
步履矫健	bljj
濒临绝境	bljj
不良记录	bljl
本来就是	blju
拨乱济危	bljw
暴力抗法	blkf
不落窠臼	blkj
筚路蓝缕	blll
不了了之	bllv
暴露目标	blmb
本来面目	blmm
摆龙门阵	blmv
步履蹒跚	blpu
波澜起伏	blqf
笔力遒劲	blqj
不留情面	blqm
壁立千仞	blqr
博览群书	blqu
步履如飞	blrf
不落人后	blrh
表里如一	blry
布鲁塞尔	blse
巴勒斯坦	blst
不落俗套	blst
壁垒森严	blsy
白里透红	blth
报李投桃	bltt
白浪滔天	bltt
百里挑一	blty
表里山河	bluh
不良嗜好	bluh
抱令守律	blul
不露声色	blus
不露神色	blus
比例失调	blut
不吝指教	blvj
波澜壮阔	blvk
百里之命	blvm
暴戾之气	blvq
不吝珠玉	blvy
逼良为娼	blwi
表里为奸	blwj
步履维艰	blwj
白露为霜	blwu
包罗万象	blwx
别来无恙	blwy
暴露无遗	blwy
表里相符	blxf
避李嫌瓜	blxg
不良习惯	blxg
伯乐相马	blxm
半老徐娘	blxn
不露形色	blxs
玻璃纤维	blxw
半路修行	blxx
不留余地	blyd
布朗运动	blyd
白龙鱼服	blyf
不利因素	blys
表里一致	blyv
本来以为	blyw
不良资产	blzi
暴戾恣睢	blzs
不明不白	bmbb
闭门不出	bmbi
闭门不纳	bmbn
不蔓不枝	bmbv
半梦半醒	bmbx
宝马雕车	bmdi
闭门读书	bmdu
本末倒置	bmdv
不谋而合	bmeh
白马非马	bmfm
筚门圭窦	bmgd
笔墨官司	bmgs
北门管钥	bmgy
白眉赤脸	bmil
摆明车马	bmim
病魔缠身	bmiu
白眉赤眼	bmiy
不明就里	bmjl
八面来风	bmlf
八面玲珑	bmll
闭门觅句	bmmj
班门弄斧	bmnf
不瞒你说	bmnu
北煤南运	bmny
筚门蓬户	bmph
荜门蓬户	bmph
百媚千娇	bmqj
不谋其政	bmqv
闭门思过	bmsg
不谋私利	bmsl
闭目塞听	bmst
不明所以	bmsy
北门锁钥	bmsy
表面上看	bmuk
不明事理	bmul
白面书生	bmuu
不毛之地	bmvd
半面之交	bmvj
北门之叹	bmvt
半面之识	bmvu
拔苗助长	bmvv
百忙之中	bmvv
不明真相	bmvx
笔墨纸砚	bmvy
不眠之夜	bmvy
兵马未动	bmwd
八面威风	bmwf
表面文章	bmwv
白马王子	bmwz
宝马香车	bmxi
闭门谢客	bmxk
闭门修炼	bmxl
表面现象	bmxx
本末源流	bmyl
不名一钱	bmyq
百密一疏	bmyu
不名一文	bmyw
闭门造车	bmzi
不鸣则已	bmzy
比年不登	bnbd
不男不女	bnbn
不挠不屈	bnbq
百年不遇	bnby
百年大计	bndj
百年大业	bndy
百年好合	bnhh
百鸟朝凤	bnif
不念旧恶	bnje
不难看出	bnki
暴内陵外	bnlw
巴拿马城	bnmi
百年难遇	bnny
搬弄是非	bnuf
百年树人	bnur
百年之后	bnvh
百鸟争鸣	bnvm
暴虐无道	bnwd
不能忘怀	bnwh
不宁唯是	bnwu
笨鸟先飞	bnxf
不难想象	bnxx
不能自拔	bnzb
不能自制	bnzv
不能自主	bnzv
不怒自威	bnzw
不能自已	bnzy
不破不立	bpbl
不偏不倚	bpby
剥皮抽筋	bpij
补偏救弊	bpjb
波平浪静	bplj
杯盘狼藉	bplj
宾朋满座	bpmz
鞭辟入里	bprl
白跑一趟	bpyt
不怕一万	bpyw
半瓶子醋	bpzc
不平则鸣	bpzm
不欺暗室	bqau
半青半黄	bqbh
不清不楚	bqbi
不屈不挠	bqbn
博洽多闻	bqdw
不确定性	bqdx
不期而会	bqeh
不擒二毛	bqem
不期而至	bqev
不期而遇	bqey
避其锋芒	bqfm
百犬吠声	bqfu
薄情寡义	bqgy
不求回报	bqhb
步其后尘	bqhi
抱椠怀铅	bqhq
拔群出类	bqil
兵强将勇	bqjy
比权量力	bqll
鼻青脸肿	bqlv
屏气敛息	bqlx
兵强马壮	bqmv
屏气凝神	bqnu
避其锐气	bqrq
版权所有	bqsy
不求上进	bquj
不切实际	bquj
不求甚解	bquj
搬起石头	bqut
屏气慑息	bqux
贝阙珠宫	bqvg
不情之请	bqvq
霸权主义	bqvy
不求闻达	bqwd
彼弃我取	bqwq
薄情无义	bqwy
不期修古	bqxg
不求有功	bqyg
冰清玉洁	bqyj
鼻青眼肿	bqyv
八旗子弟	bqzd
不请自来	bqzl
不起作用	bqzy
悖入悖出	brbi
不茹不吐	brbt
不仁不义	brby
不然的话	brdh
勃然大怒	brdn
哺乳动物	brdw
避人耳目	brem
并日而食	breu
白日飞升	brfu
不容分说	brfu
病入膏肓	brgh
不如归去	brgq
蔽日干云	brgy
步人后尘	brhi
薄弱环节	brhj
不容忽视	brhu
不入虎穴	brhx
砭人肌骨	brjg
白日见鬼	brjg
不容乐观	brlg
傍人门户	brmh
不如人意	brry
逼人太甚	brtu
不忍释卷	bruj
白日说梦	brum
不辱使命	brum
白日升天	brut
不忍释手	bruu
步入正轨	brvg
蔽日遮天	brvt
不忍直视	brvu
不容置疑	brvy
必然王国	brwg
百日维新	brwx
兵戎相见	brxj
不容小觑	brxq
不容有失	bryu
不忍卒读	brzd
白日做梦	brzm
比岁不登	bsbd
半死不活	bsbh
百思不解	bsbj
半丝半缕	bsbl
不三不四	bsbs
不死不生	bsbu
不死不休	bsbx
不思悔改	bshg
不思进取	bsjq
白色恐怖	bskb
豹死留皮	bslp
百思莫解	bsmj
波斯尼亚	bsny
败俗伤风	bsuf
百岁之好	bsvh
不速之客	bsvk
白色污染	bswr
必死无疑	bswy
变速运动	bsyd
半推半就	btbj
不吐不快	btbk
笨头笨脑	btbn
不吐不茹	btbr
冰炭不容	btbr
半吞半吐	btbt
白头不终	btbv
百听不厌	btby
不痛不痒	btby
八抬大轿	btdj
抱头大哭	btdk
白头到老	btdl
半途而废	btef
不退反进	btfj
不同凡响	btfx
变态反应	btfy
别太过分	btgf
冰糖葫芦	bthl
豹头环眼	bthy
白天黑夜	bthy
不同程度	btid
白兔赤乌	btiw
保泰持盈	btiy
拔腿就跑	btjp
兵头将尾	btjw
不同流俗	btls
遍体鳞伤	btlu
悲天悯人	btmr
本同末异	btmy
北讨南征	btnv
奔腾咆哮	btpx
波涛起伏	btqf
不通情理	btql
抱团取暖	btqn
暴殄轻生	btqu
暴跳如雷	btrl
不通人情	btrq
抱头痛哭	bttk
巴头探脑	bttn
暴殄天物	bttw
抱头鼠窜	btuc
不同之处	btvi
不同政见	btvj
不祧之祖	btvz
冰天雪地	btxd
不同寻常	btxi
冰天雪窖	btxj
白头偕老	btxl
白头相守	btxu
波涛汹涌	btxy
不提也罢	btyb
悲痛欲绝	btyj
逋逃渊薮	btys
鼻塌嘴歪	btzw
变生不测	bubc
褒善贬恶	bube
不守本分	bubf
笨手笨脚	bubj
百试百灵	bubl
不生不灭	bubm
不生不死	bubs
半身不遂	bubs
半生半熟	bubu
半生不熟	bubu
不胜杯酌	bubv
不上不下	bubx
不声不响	bubx
白首不渝	buby
比上不足	bubz
板上钉钉	budd
不识大体	budt
博识多通	budt
博识多闻	budw
不守妇道	bufd
不施粉黛	bufd
饱受非议	bufy
拔山扛鼎	bugd
备受关注	bugv
不胜感谢	bugx
不识好歹	buhd
不爽毫发	buhf
班师回朝	buhi
比手画脚	buhj
拔树撼山	buhu
白山黑水	buhu
拔山超海	buih
杯水车薪	buix
备受煎熬	buja
拔山举鼎	bujd
不胜酒力	bujl
不识进退	bujt
博施济众	bujv
避实击虚	bujx
避实就虚	bujx
白首空归	bukg
宝山空回	bukh
百事可乐	bukl
白说绿道	buld
百世流芳	bulf
保守疗法	bulf
逼上梁山	bulu
半上落下	bulx
不胜枚举	bumj
本盛末荣	bumr
背山面水	bumu
冰山难恃	bunu
饱食暖衣	buny
比试切磋	buqc
不胜其烦	buqf
白首穷经	buqj
白手起家	buqj
背山起楼	buql
碧水青山	buqu
冰释前嫌	buqx
不胜荣幸	burx
白首如新	burx
拔树搜根	busg
白商素节	busj
不识抬举	butj
不上台面	butm
巴蛇吞象	butx
不失时机	buuj
巴山蜀水	buuu
跋山涉水	buuu
不识时务	buuw
不适时宜	buuy
不世之功	buvg
班师振旅	buvl
备受瞩目	buvm
饱食终日	buvr
不食周粟	buvs
伴食中书	buvu
不识之无	buvw
不时之需	buvx
白首之心	buvx
饱受争议	buvy
保守主义	buvy
冰上舞蹈	buwd
白首无成	buwi
百事无成	buwi
榜上无名	buwm
必输无疑	buwy
拔树寻根	buxg
白手兴家	buxj
屏声息气	buxq
白首相知	buxv
博士学位	buxw
不说也罢	buyb
冰山一角	buyj
榜上有名	buym
背水一战	buyv
别树一帜	buyv
败事有余	buyy
巴山夜雨	buyy
阪上走丸	buzw
伴食宰相	buzx
包治百病	bvbb
暴涨暴跌	bvbd
百战不殆	bvbd
边整边改	bvbg
百折不回	bvbh
不知不觉	bvbj
不着边际	bvbj
不折不扣	bvbk
保质保量	bvbl
百折不挠	bvbn
百折不饶	bvbr
百战百胜	bvbu
不止不行	bvbx
半遮半掩	bvby
标准答案	bvda
秉烛待旦	bvdd
白专道路	bvdl
不知道了	bvdl
不知大体	bvdt
标准单位	bvdw
不战而胜	bveu
变着法儿	bvfe
不知凡几	bvfj
不知高低	bvgd
不知高下	bvgx
本职工作	bvgz
不知好歹	bvhd
不知悔改	bvhg
不知何故	bvhg
不着痕迹	bvhj
暴征横敛	bvhl
屏住呼吸	bvhx
部长会议	bvhy
白纸黑字	bvhz
保值储蓄	bvix
白昼见鬼	bvjg
宾主尽欢	bvjh
不知就里	bvjl
避重就轻	bvjq
不知进退	bvjt
不追既往	bvjw
不置可否	bvkf
不知廉耻	bvli
辩证逻辑	bvlj
不斩来使	bvlu
辨证论治	bvlv
半殖民地	bvmd
笔诛墨伐	bvmf
播种面积	bvmj
彼之蜜糖	bvmt
北辙南辕	bvny
彼之砒霜	bvpu
不知其二	bvqe
百转千回	bvqh
敝帚千金	bvqj
不知轻重	bvqv
不知去向	bvqx
不知其详	bvqx
宾至如归	bvrg
不知所措	bvsc
不知死活	bvsh
不知所出	bvsi
不知所之	bvsv
不知所终	bvsv
不知所谓	bvsw
不知所云	bvsy
不知所言	bvsy
不知所踪	bvsz
伯仲叔季	bvuj
不知深浅	bvuq
丙种射线	bvux
宝中之宝	bvvb
必争之地	bvvd
不正之风	bvvf
伯仲之间	bvvj
柏舟之誓	bvvu
不治之症	bvvv
杯中之物	bvvw
抱柱之信	bvvx
帮助文档	bvwd
彼众我寡	bvwg
不知为何	bvwh
败者为寇	bvwk
不知羞耻	bvxi
不知下落	bvxl
不至于吧	bvyb
不值一驳	bvyb
不止一次	bvyc
不置一词	bvyc
不止一个	bvyg
币重言甘	bvyg
不知有汉	bvyh
闭着眼睛	bvyj
报之以李	bvyl
不值一钱	bvyq
不值一谈	bvyt
不值一提	bvyt
白纸一张	bvyv
不值一文	bvyw
秉烛夜游	bvyy
不知自爱	bvza
不战自败	bvzb
不知自量	bvzl
白昼做梦	bvzm
敝帚自珍	bvzv
报章杂志	bvzv
半文不白	bwbb
并无不当	bwbd
百问不烦	bwbf
不温不火	bwbh
霸王别姬	bwbj
半伪半真	bwbv
不闻不问	bwbw
百问不厌	bwby
不枉此行	bwcx
不无道理	bwdl
变温动物	bwdw
别无二致	bwev
别无分店	bwfd
百万伏特	bwft
百万富翁	bwfw
霸王风月	bwfy
不无关系	bwgx
博物馆学	bwgx
抱瓮灌园	bwgy
本位货币	bwhb
白屋寒门	bwhm
别无出路	bwil
兵无常胜	bwiu
兵无常势	bwiu
别无长物	bwiw
不忘初心	bwix
兵微将寡	bwjg
八五计划	bwjh
百无禁忌	bwjj
不畏艰难	bwjn
不畏艰险	bwjx
保外就医	bwjy
博物君子	bwjz
比屋可封	bwkf
不务空名	bwkm
不问可知	bwkv
别无良策	bwlc
百无聊赖	bwll
不违农时	bwnu
不稳平衡	bwph
不畏强暴	bwqb
不问青黄	bwqh
博闻强记	bwqj
不畏权势	bwqu
博闻强识	bwqv
不为人知	bwrv
不为所动	bwsd
别无所求	bwsq
八万四千	bwsq
博物通达	bwtd
别无他法	bwtf
别无他求	bwtq
别无他途	bwtt
别无他物	bwtw
不舞之鹤	bwvh
比武招亲	bwvq
保外执行	bwvx
不务正业	bwvy
不为瓦全	bwwq
不无小补	bwxb
百万雄兵	bwxb
薄物细故	bwxg
兵无血刃	bwxr
百万雄师	bwxu
别无选择	bwxz
博文约礼	bwyl
不为已甚	bwyu
百无一是	bwyu
百无一用	bwyy
白雪皑皑	bxaa
笔削褒贬	bxbb
并行不悖	bxbb
不咸不淡	bxbd
不修边幅	bxbf
补血补气	bxbq
本乡本土	bxbt
不相伯仲	bxbv
半信不信	bxbx
半信半疑	bxby
冰雪聪明	bxcm
不虚此行	bxcx
博学多才	bxdc
彪形大汉	bxdh
不羞当面	bxdm
博学多能	bxdn
不想多说	bxdu
冰消冻释	bxdu
扁形动物	bxdw
博学多闻	bxdw
碧血丹心	bxdx
败兴而归	bxeg
不宣而战	bxev
不惜工本	bxgb
比学赶帮	bxgb
八仙过海	bxgh
保险公司	bxgs
白雪公主	bxgv
变形金刚	bxjg
抱薪救火	bxjh
悲喜交集	bxjj
剥削阶级	bxjj
被选举权	bxjq
并行计算	bxjs
本小利大	bxld
本小利微	bxlw
标新立异	bxly
本性难改	bxng
不懈努力	bxnl
屏息凝神	bxnu
本性难移	bxny
保险起见	bxqj
避凶趋吉	bxqj
败絮其中	bxqv
博学洽闻	bxqw
背信弃义	bxqy
包羞忍耻	bxri
鼻息如雷	bxrl
不省人事	bxru
不徇私情	bxsq
班香宋艳	bxsy
笔下生花	bxuh
不相上下	bxux
不相适应	bxuy
变相涨价	bxvj
包胥之哭	bxvk
饱学之士	bxvu
不祥之兆	bxvv
不系之舟	bxvv
兵凶战危	bxvw
拔犀擢象	bxvx
宝相庄严	bxvy
冰消瓦解	bxwj
不相往来	bxwl
冰消雾散	bxws
不学无术	bxwu
不修小节	bxxj
保险系数	bxxu
不屑一顾	bxyg
白雪阳春	bxyi
不幸言中	bxyv
比下有余	bxyy
报效祖国	bxzg
白苋紫茄	bxzq
不肖子孙	bxzs
编译安装	byav
百依百从	bybc
不依不饶	bybr
暴饮暴食	bybu
百依百顺	bybu
半疑半信	bybx
鄙夷不屑	bybx
不言不语	byby
不阴不阳	byby
白云苍狗	bycg
便宜从事	bycu
必要的话	bydh
毕业典礼	bydl
不饮盗泉	bydq
边远地区	bydq
别有洞天	bydt
不用多说	bydu
不要当真	bydv
白鱼登舟	bydv
不用担心	bydx
八音迭奏	bydz
白云鄂博	byeb
不翼而飞	byef
不约而同	byet
不言而信	byex
不言而喻	byey
不药而愈	byey
不一而足	byez
别有风趣	byfq
不由分说	byfu
别有风味	byfw
不以规矩	bygj
不用管了	bygl
白衣公卿	bygq
必有后福	byhf
抱玉怀珠	byhv
必有回响	byhx
抱有成见	byij
编译程序	byix
毕雨箕风	byjf
北洋军阀	byjf
奔逸绝尘	byji
濒于绝境	byjj
不宜久留	byjl
拨云见日	byjr
拨云见天	byjt
伯牙绝弦	byjx
不遗巨细	byjx
必有近忧	byjy
不用客气	bykq
边缘科学	bykx
不予理睬	bylc
不亦乐乎	bylh
不越雷池	byli
饱以老拳	bylq
白云蓝天	bylt
比翼连枝	bylv
毕业论文	bylw
抱有偏见	bypj
比翼齐飞	byqf
不厌其烦	byqf
不远千里	byql
布衣黔首	byqu
不厌其详	byqx
白鱼入舟	byrv
半夜三更	bysg
必有所求	bysq
别有所图	byst
别有天地	bytd
必要条件	bytj
白衣天使	bytu
比翼双飞	byuf
毕业设计	byuj
抱愚守迷	byum
布衣蔬食	byuu
弊衣疏食	byuu
不义之财	byvc
布衣之交	byvj
必由之路	byvl
不予置评	byvp
八月中秋	byvq
鲍鱼之肆	byvs
背义忘恩	bywe
不以为耻	bywi
不要忘记	bywj
不远万里	bywl
毕业文凭	bywp
不以为奇	bywq
不以为然	bywr
必有我师	bywu
抱玉握珠	bywv
白玉微瑕	bywx
白玉无瑕	bywx
不以为意	bywy
斑衣戏彩	byxc
败也萧何	byxh
闭月羞花	byxh
报怨雪耻	byxi
便宜行事	byxu
必有一得	byyd
必有勇夫	byyf
别有一番	byyf
不遗余力	byyl
不疑有他	byyt
必有一失	byyu
别有用心	byyx
不预则废	byzf
卑以自牧	byzm
不言自明	byzm
不由自主	byzv
别有滋味	byzw
白衣宰相	byzx
不醉不归	bzbg
不足比数	bzbu
笨嘴笨舌	bzbu
不早不晚	bzbw
不做不休	bzbx
不在此列	bzcl
半自动化	bzdh
婢作夫人	bzfr
八字方针	bzfv
病在膏肓	bzgh
不足挂齿	bzgi
半自耕农	bzgn
奔走呼号	bzhh
薄祚寒门	bzhm
不在话下	bzhx
编造谎言	bzhy
不足齿数	bziu
璧坐玑驰	bzji
不足介意	bzjy
憋足了劲	bzlj
不自量力	bzll
笔走龙蛇	bzlu
拨嘴撩牙	bzly
败走麦城	bzmi
摆在面前	bzmq
不怎么样	bzmy
抱子弄孙	bzns
搬嘴弄舌	bznu
不在其位	bzqw
暴躁如雷	bzrl
奔走如市	bzru
必遭天谴	bztq
不择手段	bzud
不择生冷	bzul
百足之虫	bzvi
笨嘴拙舌	bzvu
被子植物	bzvw
奔走之友	bzvy
不足为道	bzwd
不足为怪	bzwg
不足为据	bzwj
不足为虑	bzwl
不足为凭	bzwp
不足为奇	bzwq
不足为训	bzwx
奔走相告	bzxg
憋在心里	bzxl
不足与谋	bzym
残兵败将	cbbj
寸步不离	cbbl
寸步不让	cbbr
残编断简	cbdj
榱崩栋折	cbdv
词不达意	cbdy
寸兵尺铁	cbit
从不间断	cbjd
猝不及防	cbjf
财不露白	cblb
残杯冷炙	cblv
寸步难行	cbnx
寸步难移	cbny
惨不忍睹	cbrd
慈不掌兵	cbvb
才薄智浅	cbvq
草本植物	cbvw
慈悲为本	cbwb
慈悲为怀	cbwh
苍白无力	cbwl
措辞不当	ccbd
寸草不留	ccbl
参差不齐	ccbq
寸草不生	ccbu
刺刺不休	ccbx
参差不一	ccby
参差错落	cccl
